seed;num_brigades;num_aircraft;num_machines;num_periods;mode;obj_fun;res_cost;wildfire_cost;resources_penalty;mipgap;mipgapabs;constrvio;status;solve_time;elapsed_time;selected_resources;contention_period
0;5;5;5;30;fix_work;6008621,421;7511,660999999997;1109,76;6000000,0;0,0;0,0;5,587935447692871e-09;2;0,168928861618042;1,7445714473724365;6;5
1;5;5;5;30;fix_work;7031371,708999984;28448,308999999983;2923,4;6999999,999999984;0,0;0,0;9,313225746154785e-10;2;2,2647817134857178;3,865377426147461;12;11
2;5;5;5;30;fix_work;10031770,51;28283,30999999997;3487,2;10000000,0;0,0;0,0;0,0;2;0,9151628017425537;2,0403897762298584;10;11
3;5;5;5;30;fix_work;10042870,131;33699,97100000002;9170,16;10000000,0;1,854694051535532e-16;1,8626451492309566e-09;1,862645149230957e-09;2;2,9299099445343018;4,484252452850342;10;24
4;5;5;5;30;fix_work;10057611,714;44378,304000000055;13233,41;10000000,0;0,0;0,0;0,0;2;2,91986083984375;4,46234130859375;11;29
5;5;5;5;30;fix_work;10029982,721;24848,321;5134,4;10000000,0;0,0;0,0;0,0;2;0,8959541320800781;2,0474164485931396;11;17
6;5;5;5;30;fix_work;14022711,896;19413,325999999994;3298,5699999999997;14000000,0;0,0;0,0;0,0;2;0,10221505165100098;1,2317752838134766;8;11
7;5;5;5;30;fix_work;7010803,596999984;9638,337000000001;1165,26;6999999,999999984;0,0;0,0;2,6645352591003757e-15;2;0,06317591667175293;1,602125644683838;6;5
8;5;5;5;30;fix_work;8012416,356;10761,666000000001;1654,69;8000000,0;0,0;0,0;9,313225746154785e-10;2;0,08390283584594727;1,2067556381225586;7;6
9;5;5;5;30;fix_work;7011000,407;9608,337000000003;1392,07;7000000,0;0,0;0,0;1,5832483768463135e-08;2;0,07686495780944824;1,6373884677886963;6;5
10;5;5;5;30;fix_work;8012485,929;10601,669000000002;1884,26;8000000,0;0,0;0,0;0,0;2;0,12673401832580566;1,246112585067749;6;6
11;5;5;5;30;fix_work;8022106,046;18869,996000000003;3236,05;8000000,0;0,0;0,0;0,0;2;4,646131992340088;5,759896993637085;9;11
12;5;5;5;30;fix_work;8040527,514;29986,68400000003;10540,83;8000000,0;0,0;0,0;0,0;2;6,730374813079834;8,235270977020264;9;25
13;5;5;5;30;fix_work;8033835,562;26880,02199999999;6955,54;8000000,0;0,0;0,0;0,0;2;9,187719821929932;10,788716077804565;9;21
