seed;max_time;num_brigades;num_aircraft;num_machines;num_periods;mode;obj_fun;res_cost;wildfire_cost;resources_penalty;mipgap;mipgapabs;constrvio;status;solve_time;elapsed_time;selected_resources;contention_period
0;1800;40;40;40;100;fix_work;64054691,407;51651,64699999999;3039,76;64000000,0;0,0015705463691684542;100600,86301746963;0,0;2;1802,5673849582672;3961,213678598404;30;12
1;1800;40;40;40;100;fix_work;153051356,718;48143,318000000014;3213,4;153000000,0;1,9472105982442648e-16;2,9802322387695312e-08;4,440892098500626e-16;2;976,9017250537872;2471,691871881485;30;12
2;1800;40;40;40;100;fix_work;66058563,854;54696,653999999995;3867,2;66000000,0;2,2557500987732046e-16;1,4901161193847655e-08;0,0;2;686,291265964508;2171,740367412567;29;12
3;1800;40;40;40;100;fix_work;32057338,486;50458,32600000005;6880,16;32000000,0;0,05048472000689521;1618405,7576319762;0,0;2;1801,5120570659637;3348,9883530139923;22;20
4;1800;40;40;40;100;fix_work;33067725,075;57911,665000000066;9813,41;33000000,0;0,0014484914810917544;47898,31807022169;0,0;2;1801,8217840194702;3236,3288929462433;22;24
5;1800;40;40;40;100;fix_work;19118696,078;110261,67800000012;8434,4;19000000,0;0,24089851151733466;4605665,427342504;0,0;2;1800,022831916809;4077,272213935852;35;23
6;1800;40;40;40;100;fix_work;135056318,564;53019,994;3298,5699999999997;135000000,0;0,0;0,0;0,0;2;564,6204359531403;2304,174514770508;31;11
